items,hour,rain,event,kitchen_load,prep_time
"paneer butter masala, masala dosa, pasta",3,0,0,4,26.8
"tandoori chicken, veg biryani",23,1,0,2,24.5
fried rice,1,1,0,8,20.6
"paneer butter masala, tandoori chicken, naan",19,0,0,5,28.1
paneer butter masala,6,1,0,2,18.3
"masala dosa, pasta, fried rice",7,0,0,2,28.6
"chicken biryani, naan",6,1,0,10,27.5
fried rice,13,0,0,18,28.8
"burger, naan, veg biryani",14,0,0,11,30.8
"naan, masala dosa, veg biryani",22,0,0,17,36.4
"naan, chicken biryani",22,1,0,1,23.8
"tandoori chicken, naan, pasta",14,0,1,3,33.6
"naan, pizza, tandoori chicken",14,0,0,8,29.0
"pizza, naan, tandoori chicken",11,0,0,15,32.5
"fried rice, tandoori chicken, paneer butter masala",23,0,1,1,33.9
"burger, masala dosa",10,0,0,1,24.3
naan,6,0,0,6,16.2
"burger, pizza, masala dosa",6,1,0,1,29.9
"fried rice, pizza",7,0,0,7,24.4
"pizza, masala dosa, paneer butter masala",21,0,0,1,26.2
"paneer butter masala, burger, pasta",21,0,0,7,32.2
masala dosa,14,1,0,18,24.4
masala dosa,10,0,0,12,17.5
"pasta, fried rice",17,1,0,4,22.3
"veg biryani, tandoori chicken, pasta",4,1,0,1,27.7
veg biryani,22,0,1,17,25.6
tandoori chicken,20,0,0,11,23.9
"pizza, paneer butter masala, pasta",13,0,0,19,36.9
paneer butter masala,2,1,0,5,22.0
"paneer butter masala, fried rice, pizza",13,0,0,13,38.1
"fried rice, veg biryani, burger",18,0,0,10,30.7
veg biryani,9,0,0,6,15.7
"veg biryani, burger, pizza",20,0,1,9,40.6
paneer butter masala,0,0,0,11,18.9
"pizza, fried rice, burger",2,0,0,18,36.3
"fried rice, tandoori chicken, pasta",2,0,0,6,27.9
naan,19,0,0,13,20.2
chicken biryani,17,1,0,11,23.4
"pasta, pizza, veg biryani",12,0,0,3,32.9
"paneer butter masala, chicken biryani",17,0,0,7,23.3
"chicken biryani, pizza, burger",3,0,0,10,33.8
"veg biryani, pasta",9,0,0,13,25.3
"burger, tandoori chicken, chicken biryani",1,0,0,15,32.4
"burger, veg biryani",4,1,0,11,27.2
"paneer butter masala, masala dosa",4,0,0,13,26.6
chicken biryani,21,0,0,1,21.4
pasta,0,0,0,17,23.4
naan,9,0,0,15,20.7
pasta,12,1,0,1,25.9
"chicken biryani, masala dosa, paneer butter masala",17,0,0,6,31.9
"masala dosa, paneer butter masala, pizza",21,0,0,12,37.7
"chicken biryani, naan",21,1,1,10,39.7
"masala dosa, naan",11,1,0,15,31.1
"burger, pasta",9,0,0,6,27.1
"chicken biryani, veg biryani, naan",15,1,0,7,32.2
"masala dosa, naan, burger",7,0,0,7,33.3
"paneer butter masala, fried rice",0,0,0,19,28.0
"pizza, tandoori chicken, chicken biryani",11,1,1,19,42.4
"burger, paneer butter masala, pizza",16,0,0,5,24.0
burger,11,0,0,8,18.6
tandoori chicken,12,0,0,8,20.1
"burger, fried rice",4,1,0,12,31.3
"pasta, naan, burger",21,1,0,19,46.6
masala dosa,10,0,1,18,29.8
"pizza, naan, paneer butter masala",16,1,0,16,36.6
"pasta, naan",1,1,0,2,23.6
"veg biryani, naan, masala dosa",19,0,0,8,31.4
veg biryani,14,0,0,10,18.2
"paneer butter masala, chicken biryani",8,0,0,10,26.3
"chicken biryani, tandoori chicken, veg biryani",6,0,0,14,33.2
pasta,4,0,0,19,25.6
"burger, naan, chicken biryani",20,0,0,14,35.5
"pasta, tandoori chicken, chicken biryani",22,1,0,7,33.3
"tandoori chicken, pizza, naan",5,1,0,18,38.5
"burger, veg biryani",17,0,0,12,27.2
tandoori chicken,5,0,0,12,23.4
"naan, pizza",3,0,0,5,23.8
veg biryani,15,0,0,4,17.0
"fried rice, burger",21,0,0,2,25.3
naan,15,0,0,2,17.8
"fried rice, veg biryani",9,0,0,15,28.5
veg biryani,20,0,1,17,37.0
"chicken biryani, naan",9,1,0,19,34.2
tandoori chicken,0,1,0,10,21.5
"fried rice, veg biryani, paneer butter masala",16,0,0,6,26.5
"paneer butter masala, fried rice, naan",12,0,0,3,35.6
tandoori chicken,2,1,1,14,29.1
"naan, veg biryani, paneer butter masala",19,0,1,7,35.3
"tandoori chicken, fried rice, burger",5,0,0,18,35.0
"burger, masala dosa, tandoori chicken",2,0,0,11,30.5
"paneer butter masala, pizza",7,0,0,9,23.7
"pasta, naan",12,0,0,16,34.8
"pasta, tandoori chicken, naan",5,0,0,13,28.6
"masala dosa, paneer butter masala, pasta",20,0,0,4,33.5
"chicken biryani, tandoori chicken, paneer butter masala",19,0,1,5,33.1
"chicken biryani, naan, masala dosa",0,0,0,4,30.1
pizza,6,0,0,10,21.9
"naan, burger",20,0,0,17,32.2
"pizza, chicken biryani, pasta",1,0,0,15,33.2
"naan, burger",17,0,0,4,20.9
tandoori chicken,20,0,0,11,26.5
"burger, pasta, veg biryani",12,0,0,19,39.1
masala dosa,13,0,0,7,21.5
"fried rice, tandoori chicken, naan",5,0,0,3,24.3
paneer butter masala,23,0,0,6,19.1
"burger, paneer butter masala, pasta",17,1,0,11,32.0
"fried rice, chicken biryani, tandoori chicken",10,0,1,10,36.1
"naan, fried rice, pizza",11,0,0,18,31.8
"pizza, veg biryani",14,0,0,13,25.3
"tandoori chicken, pizza",11,0,0,11,28.3
"tandoori chicken, naan, masala dosa",9,0,1,2,32.0
"paneer butter masala, burger, pasta",12,1,0,7,32.4
"pasta, burger, naan",8,0,0,15,34.5
"pizza, naan, paneer butter masala",16,0,0,2,27.4
"paneer butter masala, veg biryani, pasta",4,0,0,6,23.9
"burger, paneer butter masala",15,0,0,7,24.3
veg biryani,11,0,0,5,20.1
"tandoori chicken, pizza, masala dosa",19,0,0,3,28.5
"chicken biryani, veg biryani",4,0,0,15,29.9
naan,19,0,0,5,17.3
fried rice,12,0,0,18,28.1
"fried rice, chicken biryani, paneer butter masala",16,0,0,16,35.5
"masala dosa, burger, tandoori chicken",11,0,0,12,32.0
pasta,10,0,0,10,17.6
"masala dosa, tandoori chicken",0,0,0,14,29.8
"naan, tandoori chicken, veg biryani",18,0,0,9,27.5
"tandoori chicken, veg biryani",17,0,0,13,27.4
"pizza, tandoori chicken, burger",9,0,0,9,30.6
"fried rice, tandoori chicken, chicken biryani",20,0,1,10,43.1
"chicken biryani, pizza",3,0,0,10,27.9
burger,14,0,0,12,20.4
burger,12,1,1,2,34.8
"naan, masala dosa, burger",21,0,0,1,24.7
pizza,16,0,0,19,26.0
"paneer butter masala, pizza, pasta",2,0,1,13,39.8
"chicken biryani, tandoori chicken, burger",10,1,1,3,37.3
"veg biryani, chicken biryani",17,1,0,7,27.7
"pizza, fried rice",10,0,0,9,23.1
chicken biryani,13,1,0,12,28.8
"burger, veg biryani, pizza",10,0,1,15,40.9
"burger, tandoori chicken, veg biryani",8,1,0,18,39.8
"tandoori chicken, pasta, chicken biryani",8,0,0,11,32.6
"masala dosa, burger, veg biryani",5,0,0,13,28.3
tandoori chicken,14,0,0,1,17.0
"chicken biryani, fried rice, pizza",1,0,0,12,32.2
"pasta, tandoori chicken",11,0,1,9,34.7
"naan, pasta, fried rice",16,1,0,9,32.4
"pasta, tandoori chicken, pizza",14,0,0,16,32.5
"naan, fried rice",17,0,0,6,19.9
burger,14,1,0,7,17.4
paneer butter masala,3,0,0,2,13.5
"pizza, masala dosa, fried rice",19,0,0,3,25.6
"paneer butter masala, pasta",10,0,0,12,24.1
"naan, tandoori chicken, pasta",10,1,0,12,31.9
"tandoori chicken, pasta, chicken biryani",4,0,1,13,40.6
"paneer butter masala, burger",16,0,1,4,25.3
masala dosa,0,0,0,5,19.5
pasta,6,0,1,13,27.7
"burger, chicken biryani, tandoori chicken",14,1,0,5,32.5
pasta,23,0,0,6,13.7
"pasta, pizza",4,1,0,8,27.6
masala dosa,7,0,0,3,15.5
"pasta, veg biryani, tandoori chicken",2,0,1,6,30.4
"fried rice, naan, masala dosa",6,0,0,19,34.5
"pizza, veg biryani, naan",22,0,0,4,23.5
"burger, fried rice",20,0,0,15,32.7
"tandoori chicken, masala dosa, pasta",10,0,0,10,29.6
"veg biryani, burger, paneer butter masala",19,0,0,14,30.4
chicken biryani,5,1,0,19,25.6
"pasta, paneer butter masala",18,0,1,15,32.0
"tandoori chicken, pizza, burger",9,1,0,13,37.6
burger,1,1,0,14,26.7
naan,22,0,0,1,10.1
"veg biryani, fried rice, paneer butter masala",4,0,0,13,32.0
"veg biryani, tandoori chicken",12,0,0,7,29.5
"pizza, veg biryani, fried rice",6,1,0,13,34.1
"masala dosa, naan, pizza",11,0,0,5,25.6
paneer butter masala,22,0,0,14,22.2
pizza,10,1,0,1,18.6
"masala dosa, chicken biryani",1,1,1,1,29.5
"masala dosa, chicken biryani, paneer butter masala",10,0,0,16,31.1
"naan, pizza",9,1,0,6,25.5
"paneer butter masala, fried rice, burger",13,0,0,7,34.4
"naan, paneer butter masala",7,0,0,16,27.0
"pasta, masala dosa",9,0,0,13,21.3
"fried rice, naan",7,0,0,5,24.9
"tandoori chicken, masala dosa",0,0,0,4,17.2
paneer butter masala,15,0,0,7,18.1
paneer butter masala,5,0,0,10,18.4
"chicken biryani, paneer butter masala, burger",18,0,0,4,29.1
fried rice,21,0,0,8,25.1
fried rice,8,0,0,15,19.7
"pizza, paneer butter masala, pasta",4,0,1,13,35.4
"veg biryani, pasta, burger",16,0,0,15,35.9
veg biryani,0,0,0,9,17.7
"naan, fried rice, veg biryani",14,0,0,11,29.6
"masala dosa, burger",9,0,0,9,24.1
"pasta, pizza, chicken biryani",3,1,0,4,28.7
masala dosa,20,1,0,18,30.2
pizza,18,0,0,18,24.8
"burger, masala dosa",14,0,0,2,21.6
"naan, chicken biryani",8,0,0,15,25.9
fried rice,10,0,0,13,20.6
"paneer butter masala, pasta, chicken biryani",1,0,0,5,27.1
chicken biryani,23,0,0,10,18.8
"chicken biryani, paneer butter masala",14,1,0,15,30.5
pasta,3,0,0,1,13.8
"pizza, fried rice, chicken biryani",0,0,1,14,39.0
"pizza, pasta",3,1,0,2,21.3
"masala dosa, naan, pasta",11,0,0,7,26.2
burger,23,0,0,6,13.0
"pasta, paneer butter masala",3,0,0,11,26.8
pizza,14,0,0,13,21.7
veg biryani,12,0,0,9,19.8
"fried rice, paneer butter masala",5,0,0,12,29.3
"pasta, naan, burger",4,0,0,12,29.0
"paneer butter masala, fried rice",0,0,0,16,28.0
fried rice,20,1,0,19,31.6
"paneer butter masala, veg biryani",13,0,0,10,29.8
"tandoori chicken, burger, paneer butter masala",4,0,0,18,34.0
burger,9,0,0,16,20.7
"pizza, paneer butter masala, burger",3,0,0,17,31.2
veg biryani,15,0,0,11,20.7
"paneer butter masala, pasta",15,1,0,18,28.6
paneer butter masala,5,0,0,2,17.6
"pasta, chicken biryani, naan",11,0,0,1,30.4
"masala dosa, veg biryani, pasta",6,1,0,12,34.9
"paneer butter masala, veg biryani",16,0,1,10,34.5
"veg biryani, burger",10,0,0,13,27.6
"fried rice, burger",9,0,0,11,27.2
"pasta, burger",23,0,0,3,22.7
veg biryani,18,1,0,1,20.8
"fried rice, tandoori chicken, masala dosa",17,0,1,12,40.1
"paneer butter masala, tandoori chicken, naan",20,0,0,11,36.6
tandoori chicken,8,0,0,8,17.5
"tandoori chicken, paneer butter masala",9,0,0,2,24.4
veg biryani,15,0,0,2,19.1
"tandoori chicken, burger",16,0,0,4,22.5
"masala dosa, tandoori chicken",10,0,0,14,25.3
"veg biryani, burger",20,1,0,3,28.1
pizza,22,0,0,15,20.2
"chicken biryani, pasta",12,0,0,11,31.6
masala dosa,7,0,0,17,24.7
pasta,16,1,0,12,27.7
pizza,2,0,0,14,22.6
"chicken biryani, paneer butter masala",22,0,0,10,23.9
"chicken biryani, pasta",6,0,0,15,29.5
"chicken biryani, naan",8,0,0,3,21.3
"burger, naan, masala dosa",0,0,1,6,34.9
"burger, paneer butter masala, fried rice",16,0,0,16,33.0
pizza,11,0,0,19,23.6
pasta,17,0,0,7,17.9
"tandoori chicken, masala dosa",15,0,0,16,30.3
pizza,18,0,0,14,24.6
"pizza, naan",21,0,0,4,24.4
"masala dosa, burger",11,0,0,7,22.8
veg biryani,9,0,0,6,19.4
chicken biryani,16,1,0,19,30.7
"naan, fried rice",8,0,1,7,29.2
"pasta, chicken biryani, paneer butter masala",12,0,0,8,36.2
"naan, pasta, chicken biryani",10,0,0,4,27.5
"paneer butter masala, chicken biryani",15,0,1,18,36.1
"chicken biryani, paneer butter masala",23,0,0,12,24.6
"pizza, naan, fried rice",4,0,1,5,34.7
"tandoori chicken, chicken biryani",8,0,0,8,22.6
"veg biryani, burger",22,0,0,11,24.1
masala dosa,20,0,0,18,32.4
"veg biryani, chicken biryani",8,1,0,15,28.2
"pasta, veg biryani, chicken biryani",18,0,1,13,38.9
"tandoori chicken, pasta",6,1,1,1,30.7
"masala dosa, fried rice, naan",14,0,0,6,29.7
chicken biryani,18,0,0,4,14.7
"tandoori chicken, chicken biryani, pasta",23,1,0,9,31.7
"pizza, tandoori chicken",7,0,0,1,21.9
"masala dosa, pizza",12,0,0,19,34.0
"fried rice, pasta, pizza",3,0,0,8,26.3
pizza,12,0,0,8,23.4
"fried rice, veg biryani, naan",7,1,0,12,38.1
veg biryani,0,0,0,5,14.2
burger,2,0,0,11,23.7
pasta,1,0,0,11,23.8
"masala dosa, paneer butter masala, pasta",15,0,0,2,25.7
"pizza, pasta, veg biryani",23,0,0,8,28.6
"veg biryani, tandoori chicken, masala dosa",0,1,0,2,28.3
"masala dosa, pizza, pasta",16,1,0,19,36.1
"tandoori chicken, fried rice, masala dosa",9,0,1,1,34.1
"paneer butter masala, masala dosa",6,0,0,5,21.4
"pasta, fried rice, naan",8,1,0,5,29.2
veg biryani,15,0,0,9,17.2
pasta,22,0,1,17,33.6
"pasta, paneer butter masala, chicken biryani",14,0,0,17,34.7
"fried rice, burger, paneer butter masala",9,0,0,1,21.6
pizza,17,0,0,13,22.7
paneer butter masala,23,0,0,16,27.4
"veg biryani, masala dosa, naan",6,0,0,19,32.7
"fried rice, veg biryani, pizza",3,1,0,17,40.7
"tandoori chicken, fried rice, paneer butter masala",11,0,0,16,31.8
"pasta, burger, fried rice",1,0,1,13,42.0
"pasta, naan",16,0,0,17,28.9
"fried rice, tandoori chicken, naan",21,0,0,9,39.9
naan,5,0,0,19,24.4
"paneer butter masala, burger, naan",14,0,0,6,28.2
"naan, paneer butter masala",5,0,0,4,21.4
"veg biryani, paneer butter masala",20,0,0,2,24.0
"chicken biryani, tandoori chicken",19,1,0,18,32.3
"naan, fried rice",8,0,0,19,29.2
"pasta, chicken biryani",4,0,0,17,31.0
masala dosa,18,0,0,1,14.6
pasta,10,1,0,12,22.3
chicken biryani,15,0,0,4,15.6
"masala dosa, naan, veg biryani",19,1,1,15,41.8
"veg biryani, chicken biryani, naan",1,1,0,6,29.0
"chicken biryani, veg biryani",23,0,1,16,37.1
"fried rice, burger, masala dosa",11,0,0,2,26.6
"masala dosa, veg biryani",18,0,0,17,28.2
"masala dosa, fried rice, chicken biryani",21,0,0,19,42.2
burger,17,0,0,1,14.0
masala dosa,23,0,0,13,23.8
"masala dosa, chicken biryani, fried rice",23,0,0,13,29.9
"naan, veg biryani",4,1,0,19,30.1
"pasta, burger, masala dosa",6,0,0,8,33.0
masala dosa,22,0,0,4,17.3
"burger, naan, masala dosa",4,0,0,6,31.1
"tandoori chicken, fried rice",15,0,1,13,32.4
"pasta, veg biryani",17,0,1,12,34.3
pizza,3,0,0,1,17.5
masala dosa,21,0,0,12,30.0
"pizza, burger",6,0,0,17,29.1
pizza,5,0,0,17,24.6
"pasta, naan, burger",6,0,0,14,33.8
veg biryani,9,0,0,18,22.5
masala dosa,7,0,0,8,16.4
"burger, pizza, pasta",15,1,0,6,30.2
"veg biryani, pizza, naan",6,0,0,9,28.3
"chicken biryani, fried rice",6,0,0,4,23.1
naan,17,0,0,10,18.7
chicken biryani,4,0,0,6,15.9
veg biryani,7,0,0,8,19.0
naan,16,0,0,8,16.0
"pizza, paneer butter masala, pasta",17,0,0,7,27.6
naan,5,0,0,3,16.4
veg biryani,18,0,0,16,22.8
naan,23,0,0,17,23.5
masala dosa,12,0,0,19,28.0
"chicken biryani, tandoori chicken",1,1,0,4,22.9
"naan, pasta, masala dosa",7,0,1,6,35.5
"veg biryani, pasta",17,1,0,1,22.7
pasta,4,0,0,4,15.8
"tandoori chicken, chicken biryani",13,1,0,18,41.9
"burger, pasta, chicken biryani",15,0,1,3,35.2
pizza,4,1,0,3,19.8
masala dosa,12,0,0,6,24.7
"naan, chicken biryani",22,1,0,10,28.2
"chicken biryani, naan",19,0,0,4,23.8
"masala dosa, paneer butter masala",1,0,0,10,24.5
"pasta, masala dosa, paneer butter masala",23,0,0,16,33.8
"veg biryani, paneer butter masala, naan",6,0,0,12,28.9
fried rice,19,0,0,3,14.2
chicken biryani,15,0,0,14,22.1
"naan, burger",4,0,0,8,27.1
tandoori chicken,20,1,0,19,31.1
"pasta, paneer butter masala, masala dosa",20,0,0,8,33.7
"tandoori chicken, burger",13,0,0,15,30.4
"fried rice, masala dosa",7,0,0,19,27.4
"pasta, masala dosa, burger",22,0,0,8,27.1
"pizza, chicken biryani, naan",4,0,0,14,30.1
naan,17,0,0,15,25.0
"pizza, tandoori chicken, veg biryani",1,1,0,4,30.2
pizza,0,0,0,4,17.4
"chicken biryani, pizza",11,0,0,10,27.4
chicken biryani,18,1,0,1,19.5
"veg biryani, chicken biryani, pizza",16,0,1,5,35.0
naan,12,1,0,4,25.6
"masala dosa, naan, veg biryani",18,0,0,8,28.9
"tandoori chicken, naan, burger",13,1,0,4,38.2
"fried rice, masala dosa",14,0,0,11,27.3
"chicken biryani, fried rice, burger",7,0,0,17,33.7
paneer butter masala,9,1,0,18,27.0
naan,20,1,0,17,36.3
masala dosa,16,1,0,18,29.1
"burger, masala dosa, paneer butter masala",7,0,0,11,29.4
"burger, naan, fried rice",5,0,0,5,28.6
"naan, tandoori chicken, masala dosa",8,1,0,14,32.6
"veg biryani, paneer butter masala",22,0,0,9,25.2
pasta,19,1,0,8,23.8
chicken biryani,14,1,0,9,21.9
"tandoori chicken, burger, fried rice",16,1,0,7,32.1
"paneer butter masala, fried rice",9,1,0,19,33.6
"veg biryani, tandoori chicken",13,0,0,16,34.1
"masala dosa, burger",18,0,0,8,25.6
"naan, tandoori chicken, masala dosa",7,0,0,4,24.9
"veg biryani, naan, fried rice",23,0,0,9,25.7
"paneer butter masala, burger, chicken biryani",23,0,0,8,31.4
"pizza, veg biryani, chicken biryani",11,1,0,18,38.3
masala dosa,10,1,0,7,21.6
"masala dosa, fried rice",11,0,0,17,28.7
chicken biryani,8,0,0,3,14.3
"pasta, paneer butter masala",21,0,0,10,29.5
"burger, tandoori chicken",19,0,0,17,28.3
tandoori chicken,18,0,0,16,23.3
"pasta, paneer butter masala",13,0,0,13,30.1
"burger, fried rice",0,0,0,2,17.4
"fried rice, pasta, veg biryani",20,1,0,16,44.0
"chicken biryani, naan, pasta",12,0,0,18,38.6
"pasta, masala dosa",19,0,1,16,36.2
"masala dosa, burger, paneer butter masala",21,0,0,16,37.5
"pizza, pasta",8,0,0,14,26.5
"pasta, fried rice",20,0,1,13,36.6
"masala dosa, chicken biryani, pizza",20,0,0,8,36.4
fried rice,12,0,0,10,26.9
"veg biryani, naan, pizza",5,0,0,10,29.4
"burger, fried rice, chicken biryani",8,0,0,4,29.7
"tandoori chicken, veg biryani, pizza",5,1,1,4,36.9
masala dosa,18,0,0,16,26.8
"pasta, fried rice",22,1,0,6,25.3
tandoori chicken,22,0,0,7,17.8
"chicken biryani, fried rice",11,0,0,10,26.2
"veg biryani, tandoori chicken, fried rice",15,0,0,15,32.0
"paneer butter masala, tandoori chicken",19,0,0,5,21.0
"pasta, tandoori chicken",22,0,0,5,19.8
masala dosa,22,0,0,8,19.8
"burger, pasta, fried rice",19,0,0,16,33.1
"burger, chicken biryani",22,1,0,14,30.8
"burger, veg biryani, fried rice",8,0,0,5,26.6
paneer butter masala,18,1,0,10,21.4
"paneer butter masala, chicken biryani, pizza",19,0,0,10,31.1
pizza,16,1,0,13,24.5
"paneer butter masala, naan",13,1,0,5,33.2
"pizza, pasta",17,1,0,3,22.8
"masala dosa, paneer butter masala, naan",23,0,0,11,33.0
"tandoori chicken, fried rice",12,0,0,19,35.7
"burger, pizza",20,0,0,12,28.2
chicken biryani,16,0,0,19,20.9
"veg biryani, pasta, paneer butter masala",9,0,1,18,41.9
veg biryani,1,0,0,10,19.6
"paneer butter masala, fried rice",16,0,0,15,28.1
naan,5,0,0,12,23.3
"masala dosa, chicken biryani, tandoori chicken",22,0,0,4,29.6
veg biryani,3,0,0,2,16.0
paneer butter masala,7,0,0,10,21.9
burger,16,0,0,16,24.7
"pasta, tandoori chicken",23,0,0,13,25.8
pizza,9,0,0,10,17.6
"tandoori chicken, chicken biryani, burger",6,0,0,18,31.0
"burger, paneer butter masala, naan",22,0,0,10,28.7
"chicken biryani, tandoori chicken",5,0,0,9,27.5
"paneer butter masala, veg biryani, chicken biryani",8,0,0,9,29.7
"burger, chicken biryani, pasta",9,0,0,19,33.3
"naan, chicken biryani",0,1,0,11,27.6
"chicken biryani, naan",13,1,0,5,31.3
"fried rice, paneer butter masala, naan",15,0,0,15,32.8
"fried rice, veg biryani",4,0,1,5,26.4
"paneer butter masala, burger, masala dosa",1,0,0,4,24.9
naan,2,0,0,5,15.2
fried rice,19,1,0,5,22.6
chicken biryani,4,1,0,19,28.7
"tandoori chicken, naan",18,0,0,2,22.2
"chicken biryani, veg biryani",23,0,0,3,26.4
"fried rice, burger",17,0,0,8,25.7
"pizza, tandoori chicken",14,1,0,15,35.9
burger,14,1,0,3,21.2
"tandoori chicken, pasta",2,1,0,10,27.3
"naan, pasta",4,0,0,10,26.8
"veg biryani, pizza, masala dosa",20,0,0,19,43.2
pasta,19,0,0,4,16.2
"pizza, masala dosa, burger",11,0,1,7,31.4
"naan, paneer butter masala",9,0,0,14,26.5
pizza,21,1,0,18,28.9
"naan, masala dosa, fried rice",8,0,0,3,25.4
paneer butter masala,21,0,0,18,27.6
"burger, masala dosa, pasta",3,1,0,19,38.8
"veg biryani, paneer butter masala, fried rice",18,0,0,1,25.6
chicken biryani,10,0,1,14,26.1
paneer butter masala,17,0,0,17,23.5
"masala dosa, fried rice",20,0,0,17,35.7
"veg biryani, chicken biryani, masala dosa",22,0,0,13,30.8
burger,1,0,0,11,20.5
"tandoori chicken, fried rice",16,0,0,10,27.0
tandoori chicken,21,0,1,8,32.8
"paneer butter masala, pizza, pasta",17,0,0,4,27.8
paneer butter masala,18,0,0,6,16.8
"fried rice, veg biryani, burger",5,0,0,11,28.2
masala dosa,21,0,0,13,28.3
tandoori chicken,11,1,0,18,27.0
"pizza, burger, chicken biryani",11,0,0,12,29.0
"tandoori chicken, pasta",15,0,0,17,29.2
"chicken biryani, fried rice, masala dosa",12,1,0,12,36.3
"chicken biryani, paneer butter masala",22,0,0,11,26.7
burger,8,0,1,3,21.0
pasta,17,0,0,2,15.4
paneer butter masala,16,0,0,8,16.5
pizza,12,0,0,4,19.4
"burger, masala dosa",19,0,1,18,32.8
"veg biryani, paneer butter masala, pizza",8,0,0,8,28.2
pasta,3,0,0,2,16.0
"fried rice, chicken biryani, veg biryani",21,0,0,6,31.3
"tandoori chicken, pasta, paneer butter masala",7,0,0,4,26.2
"naan, tandoori chicken",20,0,0,10,27.9
"burger, tandoori chicken",9,0,0,4,20.3
naan,0,0,0,10,20.7
"burger, fried rice",7,0,0,10,25.9
"masala dosa, veg biryani",7,0,0,10,24.8
burger,17,1,1,19,36.8
chicken biryani,4,0,0,16,24.7
"tandoori chicken, pasta, masala dosa",13,0,1,4,37.1
fried rice,13,0,0,9,26.1
"veg biryani, pizza",10,1,1,10,36.2
burger,19,0,0,1,18.9
"fried rice, naan, tandoori chicken",8,1,1,14,42.4
veg biryani,7,0,0,6,14.6
"naan, tandoori chicken, pizza",5,0,0,7,26.0
chicken biryani,14,0,0,8,17.6
"masala dosa, tandoori chicken",19,0,0,2,22.3
"naan, masala dosa",23,0,0,11,26.4
"burger, masala dosa",7,0,0,5,25.9
"burger, tandoori chicken",3,0,0,13,26.7
naan,16,0,0,12,21.3
"masala dosa, fried rice, tandoori chicken",20,0,0,18,38.0
"tandoori chicken, veg biryani",20,0,0,9,30.1
"burger, masala dosa",21,0,0,15,27.5
"naan, fried rice, veg biryani",0,1,0,3,28.0
"naan, paneer butter masala",12,1,0,16,32.3
"chicken biryani, paneer butter masala",11,0,0,8,26.3
