items,hour,rain,event,kitchen_load,prep_time
"fried rice, chicken biryani, pizza",6,1,0,6,28.0
masala dosa,12,0,0,5,17.5
burger,6,0,0,10,20.6
"chicken biryani, burger, veg biryani",12,0,0,18,39.1
"fried rice, masala dosa",0,0,0,13,26.4
"naan, pasta, burger",14,0,0,5,25.7
"chicken biryani, fried rice, pasta",18,0,0,7,29.5
"chicken biryani, pasta, paneer butter masala",19,0,0,8,29.3
"paneer butter masala, pizza, naan",9,1,0,6,25.9
"masala dosa, fried rice, paneer butter masala",14,0,1,4,35.0
"veg biryani, burger",19,0,0,16,27.3
fried rice,13,1,0,18,30.9
veg biryani,23,0,0,3,18.2
"tandoori chicken, chicken biryani, naan",23,0,0,10,33.3
burger,11,0,0,1,16.4
chicken biryani,11,0,0,2,15.3
naan,18,0,0,11,20.1
tandoori chicken,19,0,0,7,19.5
naan,11,1,0,1,17.6
"paneer butter masala, chicken biryani, fried rice",1,0,0,10,26.8
"pizza, burger",11,1,0,19,32.0
pasta,4,0,0,8,15.7
"naan, pizza",6,0,0,4,22.4
tandoori chicken,12,0,0,14,25.5
"chicken biryani, naan",17,0,0,12,26.7
pizza,17,0,0,6,17.1
"pasta, masala dosa",0,1,0,1,24.0
chicken biryani,22,0,0,4,20.3
"veg biryani, fried rice, paneer butter masala",12,1,0,16,42.2
"fried rice, masala dosa",11,0,0,9,24.7
veg biryani,12,0,0,18,26.9
"pizza, tandoori chicken, burger",3,1,0,12,34.9
pizza,3,0,0,18,23.2
"fried rice, pizza, tandoori chicken",21,1,0,8,38.9
"veg biryani, tandoori chicken",13,0,0,1,23.1
masala dosa,14,1,0,7,22.4
"chicken biryani, masala dosa, tandoori chicken",2,0,0,11,28.2
"pasta, naan",8,0,0,6,21.9
chicken biryani,16,0,0,5,17.4
"naan, tandoori chicken, veg biryani",15,1,0,8,30.7
tandoori chicken,4,0,0,18,24.5
"fried rice, paneer butter masala",17,0,0,18,29.5
"paneer butter masala, naan, fried rice",12,0,0,2,31.8
"pasta, fried rice, chicken biryani",1,1,0,3,29.3
"fried rice, chicken biryani, veg biryani",18,0,0,10,29.4
naan,20,0,0,2,18.6
"naan, pasta, fried rice",14,0,0,4,25.8
"chicken biryani, paneer butter masala",18,0,0,18,30.2
masala dosa,7,0,0,13,23.0
"chicken biryani, pizza, burger",19,0,0,7,30.0
"fried rice, paneer butter masala, naan",2,0,0,6,29.0
pasta,14,0,0,2,15.4
burger,11,0,0,15,24.9
"tandoori chicken, paneer butter masala",10,1,0,4,28.1
"pizza, naan",1,1,0,8,28.0
"pizza, burger, veg biryani",19,1,0,3,32.8
tandoori chicken,20,0,0,11,26.3
"paneer butter masala, fried rice, tandoori chicken",3,0,0,1,28.7
"pasta, fried rice",13,0,0,11,31.4
burger,6,1,0,19,29.3
"naan, veg biryani",11,0,0,14,25.0
"naan, veg biryani, paneer butter masala",4,0,0,19,37.6
pasta,9,0,0,13,22.1
"masala dosa, tandoori chicken",1,0,0,10,25.5
"chicken biryani, fried rice",0,0,1,8,30.9
"masala dosa, paneer butter masala, pasta",15,0,0,2,27.4
"pasta, tandoori chicken, fried rice",11,0,0,4,26.8
tandoori chicken,23,1,0,2,19.5
masala dosa,14,1,0,8,20.6
"burger, pizza",7,0,0,5,23.1
burger,7,1,0,2,18.3
"pizza, burger, veg biryani",6,0,0,2,28.6
"fried rice, pizza, pasta",12,1,0,10,37.5
"veg biryani, naan",22,0,0,18,28.8
"burger, paneer butter masala",15,0,0,11,25.8
paneer butter masala,3,0,0,17,26.4
"chicken biryani, burger",18,1,0,1,23.8
fried rice,9,0,1,3,23.6
"masala dosa, pizza, paneer butter masala",13,0,0,8,34.0
"naan, pizza",23,0,0,15,27.5
"naan, veg biryani",16,0,1,1,28.9
masala dosa,17,0,0,1,19.3
"fried rice, chicken biryani",6,0,0,6,21.2
veg biryani,5,1,0,1,19.9
"masala dosa, pizza, tandoori chicken",4,0,0,7,29.4
"pizza, veg biryani, chicken biryani",17,0,0,1,21.2
"masala dosa, veg biryani",2,0,0,7,22.2
tandoori chicken,8,1,0,18,24.4
"chicken biryani, burger",20,0,0,12,27.5
"pizza, naan",18,1,0,4,22.3
"burger, paneer butter masala, pasta",3,1,0,1,27.7
burger,18,0,1,17,25.6
"masala dosa, pizza",0,0,0,11,23.9
"burger, paneer butter masala",4,0,0,19,26.9
"masala dosa, veg biryani",12,1,0,5,32.0
"masala dosa, naan, paneer butter masala",2,0,0,13,33.1
paneer butter masala,22,0,0,10,20.7
"tandoori chicken, masala dosa",22,0,0,6,20.7
veg biryani,23,0,1,9,25.6
"paneer butter masala, naan",14,0,0,11,23.9
"masala dosa, naan, tandoori chicken",13,0,0,18,41.3
"paneer butter masala, chicken biryani, veg biryani",5,0,0,6,27.9
"masala dosa, paneer butter masala, pasta",6,0,0,13,30.2
"fried rice, burger",16,1,0,11,28.4
masala dosa,13,0,0,3,22.9
masala dosa,23,0,0,7,18.3
"fried rice, pizza",0,0,0,10,28.8
tandoori chicken,14,0,0,13,20.3
"naan, masala dosa, fried rice",0,0,0,15,32.4
burger,15,1,0,11,22.2
"naan, paneer butter masala, tandoori chicken",0,0,0,13,31.6
naan,17,0,0,1,16.4
"fried rice, pizza, paneer butter masala",6,0,0,17,33.4
"veg biryani, tandoori chicken",12,0,0,15,30.7
"masala dosa, fried rice",15,1,0,1,25.9
"chicken biryani, paneer butter masala, burger",13,0,0,6,36.9
fried rice,11,0,0,12,22.7
"chicken biryani, paneer butter masala, fried rice",2,1,1,10,39.7
"burger, pizza",17,1,0,15,31.1
chicken biryani,1,0,0,6,22.1
"veg biryani, pizza, pasta",2,1,0,7,32.2
chicken biryani,20,0,0,7,28.3
"pizza, tandoori chicken, fried rice",18,0,0,19,33.0
"burger, fried rice, naan",10,1,1,19,42.4
"masala dosa, tandoori chicken",23,0,0,5,19.0
"chicken biryani, naan",22,0,0,8,23.6
naan,6,0,0,8,15.1
"burger, tandoori chicken, chicken biryani",18,1,0,12,36.3
"naan, masala dosa, fried rice",20,1,0,19,46.6
"fried rice, veg biryani, chicken biryani",15,0,1,18,39.8
"fried rice, paneer butter masala",12,1,0,16,36.6
"pasta, masala dosa, chicken biryani",15,1,0,2,28.6
tandoori chicken,1,0,0,8,21.4
chicken biryani,18,0,0,10,18.2
veg biryani,19,0,0,10,21.3
"veg biryani, paneer butter masala",11,0,0,14,28.2
"veg biryani, tandoori chicken, naan",13,0,0,19,40.6
"paneer butter masala, tandoori chicken, veg biryani",8,0,0,14,30.5
tandoori chicken,0,1,0,7,23.3
tandoori chicken,6,1,0,18,28.5
masala dosa,1,0,0,12,22.2
"pasta, pizza, fried rice",4,0,0,12,33.4
"paneer butter masala, naan",21,0,0,5,28.8
"chicken biryani, fried rice, paneer butter masala",23,0,0,4,27.0
"naan, burger",6,0,0,2,20.3
"paneer butter masala, veg biryani",15,0,0,2,22.8
veg biryani,1,0,0,15,23.5
veg biryani,4,0,1,17,32.0
chicken biryani,17,1,0,19,29.2
"paneer butter masala, chicken biryani, fried rice",3,1,0,10,31.5
pasta,10,0,0,6,16.5
"veg biryani, fried rice, pizza",7,0,0,3,30.6
"pizza, chicken biryani",7,1,1,14,34.1
"naan, veg biryani",0,0,1,7,30.3
"fried rice, burger",10,0,0,18,30.0
"tandoori chicken, naan, fried rice",20,0,0,11,35.5
tandoori chicken,18,0,0,9,18.7
"chicken biryani, tandoori chicken",10,0,0,16,29.8
"paneer butter masala, fried rice",9,0,0,13,23.6
naan,3,0,0,4,18.5
fried rice,13,0,1,5,28.1
"pasta, chicken biryani",22,0,0,4,25.1
masala dosa,5,0,0,10,21.9
"veg biryani, masala dosa, fried rice",3,0,0,17,32.2
"burger, pizza, naan",8,0,0,15,33.2
veg biryani,6,0,0,4,15.9
"naan, pizza, paneer butter masala",12,0,0,11,36.5
"paneer butter masala, pizza, naan",16,0,0,19,34.1
"paneer butter masala, chicken biryani, burger",11,0,0,7,26.5
"masala dosa, chicken biryani, tandoori chicken",20,0,0,3,29.3
"tandoori chicken, veg biryani",20,0,0,6,29.1
"pizza, naan, fried rice",12,1,0,11,37.0
"naan, tandoori chicken, masala dosa",7,0,1,10,36.1
"naan, burger",10,0,0,18,26.8
"chicken biryani, naan",20,0,0,13,30.3
paneer butter masala,10,0,0,11,23.3
"masala dosa, pizza, burger",2,0,1,2,32.0
"pasta, naan, fried rice",14,1,0,7,27.4
pizza,7,0,0,15,24.5
naan,9,0,0,2,17.4
"pizza, chicken biryani, pasta",5,0,0,6,23.9
"pizza, veg biryani",21,0,0,7,29.3
"pasta, chicken biryani",11,0,0,5,25.1
tandoori chicken,11,0,0,3,18.5
"paneer butter masala, pasta",15,0,0,15,29.9
"burger, fried rice, veg biryani",15,0,0,5,27.3
burger,17,0,0,18,23.1
"pasta, burger",9,0,0,16,30.5
"chicken biryani, fried rice",15,0,0,12,27.0
chicken biryani,18,0,0,10,17.6
"tandoori chicken, pasta, fried rice",7,0,0,14,34.8
"pizza, burger",15,0,0,9,22.5
paneer butter masala,17,0,0,13,22.4
"fried rice, pasta, tandoori chicken",21,0,0,9,35.6
"pasta, chicken biryani, burger",2,0,1,10,38.1
chicken biryani,15,0,0,10,22.9
"masala dosa, paneer butter masala, veg biryani",0,0,0,12,30.4
"pasta, burger",21,1,1,2,39.8
"pizza, veg biryani, pasta",12,0,0,1,24.7
"fried rice, tandoori chicken",23,0,0,19,31.0
paneer butter masala,23,0,1,13,29.8
"chicken biryani, paneer butter masala, tandoori chicken",13,1,1,3,42.3
"veg biryani, chicken biryani",16,1,0,7,27.7
"pizza, veg biryani, pasta",16,0,0,9,28.1
"paneer butter masala, chicken biryani, tandoori chicken",1,1,0,12,33.8
"tandoori chicken, burger",11,0,1,15,35.9
pasta,1,1,0,18,29.8
"veg biryani, masala dosa, tandoori chicken",21,0,0,11,37.6
"burger, paneer butter masala",16,0,0,13,23.3
pasta,12,0,0,1,22.0
"masala dosa, pizza, naan",2,0,0,12,32.2
"naan, veg biryani, burger",5,0,1,9,39.7
"chicken biryani, paneer butter masala",21,1,0,9,32.4
veg biryani,3,0,0,16,22.5
"fried rice, veg biryani",17,0,0,6,19.9
"fried rice, paneer butter masala",3,1,0,7,22.4
"veg biryani, pizza",20,0,0,2,23.5
"fried rice, naan",4,0,0,3,20.6
"pasta, fried rice",5,0,0,12,24.1
pasta,18,1,0,12,21.9
chicken biryani,9,0,1,13,30.6
pasta,3,0,1,4,20.3
"burger, pasta",2,0,0,5,24.5
"tandoori chicken, fried rice",20,0,1,13,37.7
"masala dosa, veg biryani, tandoori chicken",10,1,0,5,32.5
"masala dosa, pizza",16,0,0,6,18.7
"pasta, naan, fried rice",5,1,0,8,32.6
chicken biryani,18,0,0,3,15.5
"pizza, tandoori chicken, veg biryani",16,0,1,6,30.4
pasta,2,0,0,19,24.5
pasta,20,0,0,4,18.5
"naan, masala dosa",20,0,0,15,32.7
"fried rice, paneer butter masala, naan",8,0,0,10,29.6
"veg biryani, pizza, chicken biryani",23,0,0,14,30.4
masala dosa,7,1,0,19,25.6
"chicken biryani, burger",18,0,1,15,32.0
fried rice,21,1,0,13,32.6
fried rice,9,1,0,14,26.7
burger,16,0,0,1,10.1
pasta,7,0,0,13,22.0
"veg biryani, naan",18,0,0,7,24.5
"masala dosa, fried rice",0,1,0,13,29.1
fried rice,0,0,0,5,15.6
"fried rice, paneer butter masala, naan",14,0,0,14,32.2
"paneer butter masala, naan",3,1,0,1,23.6
"paneer butter masala, burger",20,1,1,1,34.5
tandoori chicken,9,0,0,16,21.1
chicken biryani,7,1,0,6,20.5
pasta,0,0,0,7,19.4
paneer butter masala,1,0,0,16,22.0
"burger, naan",1,0,0,13,21.3
"pizza, naan, veg biryani",2,0,0,5,29.9
"pasta, burger, masala dosa",18,0,0,4,22.2
"naan, paneer butter masala, burger",19,0,0,7,28.1
"fried rice, veg biryani",0,0,0,10,23.4
burger,5,0,0,4,19.1
"pasta, burger",11,0,0,8,25.1
"burger, pasta",6,0,0,15,24.7
tandoori chicken,21,0,1,13,30.4
"naan, tandoori chicken",0,0,0,15,30.9
"masala dosa, burger, pizza",16,0,0,9,27.7
"paneer butter masala, masala dosa, veg biryani",7,0,0,11,29.6
"masala dosa, tandoori chicken, fried rice",11,0,0,9,29.1
"tandoori chicken, paneer butter masala",17,1,0,4,23.7
"burger, fried rice",1,1,0,18,30.2
"pasta, masala dosa, fried rice",6,0,0,18,34.8
"masala dosa, pasta",1,0,0,2,21.6
"pasta, pizza, fried rice",20,0,0,15,35.9
"burger, veg biryani",15,0,0,13,25.6
naan,7,0,0,5,17.1
masala dosa,20,0,0,10,23.8
pizza,15,1,0,15,25.5
"fried rice, pizza, veg biryani",7,0,0,1,23.8
burger,1,0,1,14,29.0
pizza,10,1,0,2,16.3
"paneer butter masala, masala dosa, chicken biryani",10,0,0,7,26.2
"fried rice, masala dosa, chicken biryani",12,0,0,6,28.0
veg biryani,16,0,0,11,21.8
"chicken biryani, tandoori chicken",21,0,0,13,31.7
veg biryani,21,0,0,9,19.8
pizza,9,0,0,12,24.3
"chicken biryani, pizza, fried rice",3,0,0,12,29.0
chicken biryani,12,0,0,16,28.0
"masala dosa, tandoori chicken, pizza",17,1,0,19,36.6
"naan, masala dosa, tandoori chicken",15,0,0,10,29.8
"veg biryani, tandoori chicken, pasta",17,0,0,18,34.0
paneer butter masala,6,0,0,16,20.7
"naan, masala dosa",18,0,0,17,26.2
"burger, naan",13,0,0,11,30.7
"pizza, fried rice, pasta",18,1,0,18,33.6
burger,16,0,0,2,17.6
naan,1,0,0,1,20.4
burger,2,1,0,12,24.9
chicken biryani,18,0,1,10,29.5
"paneer butter masala, burger",8,0,0,13,27.6
"paneer butter masala, fried rice",13,0,0,11,32.2
burger,20,0,0,3,22.7
"veg biryani, pasta, burger",13,1,0,1,35.8
"burger, pizza, fried rice",15,0,1,12,40.1
"pasta, tandoori chicken, fried rice",22,0,0,11,31.6
veg biryani,20,0,0,8,22.5
burger,8,0,0,2,19.4
"chicken biryani, pizza, naan",10,0,0,2,29.1
"pasta, masala dosa, pizza",22,0,0,4,27.5
"tandoori chicken, fried rice",19,0,0,14,25.3
"masala dosa, fried rice, chicken biryani",15,1,0,3,28.1
"pizza, tandoori chicken, burger",3,0,0,15,30.2
"naan, chicken biryani, pasta",8,0,0,11,31.6
veg biryani,5,0,0,17,24.7
"tandoori chicken, veg biryani, pizza",11,1,0,12,37.7
pasta,14,0,0,14,22.6
veg biryani,20,0,0,10,23.9
"veg biryani, masala dosa",19,0,0,15,29.5
tandoori chicken,15,0,0,3,16.3
naan,14,0,1,6,24.9
"pizza, masala dosa, paneer butter masala",12,0,0,16,38.0
"burger, pizza",1,0,0,19,28.6
"pizza, chicken biryani",22,0,0,7,22.9
paneer butter masala,12,0,0,16,30.3
"fried rice, tandoori chicken, chicken biryani",10,0,0,14,34.6
"paneer butter masala, pasta",14,0,0,4,19.4
fried rice,15,0,0,7,17.8
paneer butter masala,4,0,0,6,19.4
"fried rice, chicken biryani",9,1,0,19,35.7
"pasta, fried rice",12,0,1,7,34.2
"naan, fried rice, pasta",0,0,0,8,31.2
burger,7,0,0,4,17.5
"pizza, chicken biryani",4,0,1,18,36.1
burger,22,0,0,12,19.6
"naan, masala dosa, pasta",23,0,1,5,34.7
"pasta, paneer butter masala, fried rice",1,0,0,8,27.6
"naan, tandoori chicken, burger",3,0,0,11,29.1
"paneer butter masala, chicken biryani",19,0,0,18,32.4
"pasta, masala dosa",13,1,0,15,33.2
pasta,4,0,1,13,28.9
tandoori chicken,11,1,1,1,25.7
"paneer butter masala, veg biryani",1,0,0,6,24.7
"fried rice, veg biryani",11,0,0,4,19.7
"masala dosa, fried rice, chicken biryani",12,1,0,9,36.7
fried rice,21,0,0,1,21.9
"naan, fried rice, chicken biryani",11,0,0,19,34.0
"chicken biryani, pasta, burger",21,0,0,8,31.3
chicken biryani,11,0,0,8,18.4
"burger, veg biryani",21,1,0,12,38.1
"paneer butter masala, fried rice, naan",23,0,0,5,24.2
"chicken biryani, burger, pasta",23,0,0,11,33.7
"masala dosa, pizza",10,0,0,11,28.8
"masala dosa, naan",3,0,0,2,20.7
"fried rice, tandoori chicken, pasta",0,0,0,8,28.6
"naan, masala dosa",6,1,0,2,23.3
burger,6,1,0,19,26.1
"veg biryani, pasta",20,0,1,1,34.1
"veg biryani, masala dosa, naan",22,0,0,5,26.4
"pizza, veg biryani",17,1,0,5,24.2
"burger, pasta",15,0,0,9,22.2
"masala dosa, pizza, burger",23,0,1,17,43.6
"paneer butter masala, naan, masala dosa",3,0,0,17,34.7
masala dosa,1,0,0,1,11.6
"tandoori chicken, fried rice",1,0,0,13,27.7
"pizza, fried rice",18,0,0,16,32.4
"naan, veg biryani, pasta",1,0,0,19,32.7
"pizza, paneer butter masala",11,1,0,17,35.7
"burger, tandoori chicken",18,0,0,16,26.8
"tandoori chicken, fried rice, paneer butter masala",5,0,1,13,42.0
burger,0,0,0,17,23.9
"pizza, paneer butter masala",15,0,0,9,29.9
"masala dosa, chicken biryani, tandoori chicken",19,0,0,19,34.4
"pasta, masala dosa",7,0,0,6,23.2
"tandoori chicken, masala dosa",7,0,0,4,21.4
"paneer butter masala, tandoori chicken",20,0,0,2,24.0
chicken biryani,1,1,0,18,27.3
pizza,21,0,0,19,29.2
burger,8,0,0,17,26.0
"pasta, veg biryani",9,0,0,1,19.6
"burger, veg biryani",14,1,0,12,27.3
"chicken biryani, masala dosa, pizza",1,0,0,4,25.6
veg biryani,4,1,1,15,31.8
"paneer butter masala, pasta, burger",18,1,0,6,29.0
veg biryani,9,0,1,16,32.1
"pizza, paneer butter masala, tandoori chicken",15,0,0,2,26.6
fried rice,18,0,0,17,23.2
veg biryani,10,0,0,19,27.2
"paneer butter masala, burger",13,0,0,1,24.0
"burger, naan, pasta",9,0,0,13,33.8
"paneer butter masala, burger",19,0,0,13,24.9
"paneer butter masala, fried rice",16,1,0,19,30.1
masala dosa,20,0,0,8,28.0
chicken biryani,13,0,0,4,22.3
"naan, tandoori chicken, paneer butter masala",20,0,0,6,36.1
"fried rice, paneer butter masala",7,0,1,13,32.4
"masala dosa, paneer butter masala",22,0,1,12,34.3
burger,14,0,0,1,17.5
"paneer butter masala, pizza, pasta",12,0,0,12,40.0
"paneer butter masala, chicken biryani",9,0,0,17,29.1
pasta,16,0,0,17,24.6
"chicken biryani, fried rice",16,0,0,14,28.8
"paneer butter masala, masala dosa, naan",7,0,0,18,32.5
"naan, tandoori chicken",12,0,0,8,26.4
"pizza, masala dosa, naan",6,1,0,6,30.2
"chicken biryani, fried rice, tandoori chicken",21,0,0,9,33.3
"fried rice, pizza, burger",8,0,0,4,28.1
pizza,9,0,0,10,18.7
"fried rice, masala dosa",14,0,0,6,20.9
"naan, paneer butter masala",19,0,0,8,24.0
"naan, chicken biryani, veg biryani",19,0,0,8,26.0
pasta,1,0,0,7,17.6
"naan, pizza, paneer butter masala",12,0,0,3,31.4
"paneer butter masala, fried rice, chicken biryani",11,0,0,16,32.8
chicken biryani,1,0,0,17,23.5
paneer butter masala,20,0,0,19,28.0
"pasta, fried rice, veg biryani",8,1,0,4,27.9
paneer butter masala,6,0,1,6,25.5
pizza,21,1,0,1,22.7
"veg biryani, tandoori chicken, naan",23,0,0,4,25.8
pasta,1,1,0,18,31.9
"chicken biryani, paneer butter masala",0,0,1,3,30.2
"veg biryani, masala dosa",13,1,0,3,29.8
"chicken biryani, veg biryani",19,0,0,6,24.7
"burger, pasta",2,1,0,10,28.2
"veg biryani, chicken biryani",4,0,0,4,23.8
"pasta, chicken biryani, burger",8,0,0,10,29.5
paneer butter masala,21,0,0,16,28.8
"pasta, fried rice",14,0,0,12,23.9
"masala dosa, fried rice",10,0,0,3,19.2
"masala dosa, fried rice",22,0,0,14,27.1
burger,10,0,0,8,22.1
"masala dosa, veg biryani",12,1,0,19,36.1
"masala dosa, paneer butter masala",1,0,0,8,23.7
paneer butter masala,2,0,0,15,20.4
"tandoori chicken, chicken biryani, burger",19,0,0,19,32.4
"masala dosa, pizza, veg biryani",11,0,0,8,27.1
"tandoori chicken, paneer butter masala",10,0,0,14,25.1
masala dosa,17,0,0,15,25.0
"naan, pizza, fried rice",7,1,0,4,30.2
burger,0,0,0,4,17.4
"tandoori chicken, fried rice",1,0,0,10,27.4
"chicken biryani, masala dosa, tandoori chicken",13,1,0,1,34.5
"burger, fried rice",6,0,1,5,30.0
"naan, pizza",0,1,0,4,25.6
"tandoori chicken, fried rice, paneer butter masala",1,0,0,8,28.9
pizza,11,1,0,4,23.2
"tandoori chicken, masala dosa",10,0,0,11,27.3
"burger, paneer butter masala",15,0,0,17,28.7
"chicken biryani, tandoori chicken, pizza",1,1,0,18,37.0
veg biryani,1,1,0,17,31.3
"burger, naan, chicken biryani",0,1,0,18,39.1
"pasta, naan",13,0,0,11,29.4
veg biryani,10,0,0,5,18.6
naan,22,1,0,14,22.6
burger,23,0,0,9,20.2
tandoori chicken,23,1,0,8,23.8
"burger, pasta, chicken biryani",14,1,0,9,31.9
"pasta, veg biryani, paneer butter masala",4,1,0,7,32.1
"pizza, tandoori chicken",16,1,0,19,33.6
"pasta, pizza, chicken biryani",1,0,0,16,34.1
"tandoori chicken, pasta",11,0,0,8,25.6
"naan, veg biryani",2,0,0,4,19.9
fried rice,1,0,0,9,15.7
"paneer butter masala, pizza",18,0,0,8,26.4
"pasta, masala dosa",13,1,0,18,38.3
tandoori chicken,7,1,0,7,21.6
pasta,11,0,0,17,23.7
"pasta, chicken biryani, fried rice",11,0,0,3,24.3
"naan, paneer butter masala, masala dosa",5,0,0,10,29.5
"paneer butter masala, naan, masala dosa",10,0,0,17,33.3
"pasta, masala dosa",22,0,0,16,28.3
"pasta, burger, naan",22,0,0,13,30.1
"veg biryani, fried rice, naan",23,0,0,2,22.4
"fried rice, masala dosa, pasta",9,1,0,16,39.0
"chicken biryani, fried rice, naan",9,0,0,18,33.6
"paneer butter masala, burger, tandoori chicken",3,0,1,16,41.2
"veg biryani, fried rice",2,0,0,16,27.5
burger,5,0,0,14,21.5
"pasta, veg biryani, tandoori chicken",6,0,1,13,36.6
chicken biryani,17,0,0,8,21.4
"burger, pizza",13,0,0,10,31.9
"pizza, naan, chicken biryani",8,0,0,10,29.4
chicken biryani,13,0,0,4,24.7
pasta,10,1,1,4,26.9
"paneer butter masala, tandoori chicken",11,0,0,16,31.8
"tandoori chicken, pasta, paneer butter masala",3,1,0,6,30.3
paneer butter masala,7,0,0,7,17.8
"paneer butter masala, naan",19,0,0,10,26.2
"veg biryani, masala dosa, fried rice",17,0,0,15,32.0
"naan, masala dosa, tandoori chicken",11,0,0,5,26.0
"pasta, tandoori chicken",21,0,0,5,24.8
masala dosa,21,0,0,8,24.8
"pizza, chicken biryani",9,0,0,16,28.1
"masala dosa, chicken biryani, tandoori chicken",4,1,0,14,35.8
pasta,11,0,0,5,16.6
"masala dosa, fried rice",0,1,0,10,26.4
"tandoori chicken, naan",16,0,0,10,26.1
"paneer butter masala, fried rice, masala dosa",22,1,0,13,34.5
"burger, paneer butter masala",15,1,0,5,28.2
"veg biryani, tandoori chicken, pizza",21,1,0,3,32.8
burger,0,0,0,11,23.0
fried rice,12,0,0,19,30.7
"paneer butter masala, pasta, naan",19,0,0,12,28.2
paneer butter masala,9,0,0,19,20.9
pizza,10,0,1,18,31.9
"pizza, burger, masala dosa",20,0,0,10,34.6
"pizza, pasta",22,0,0,15,28.1
tandoori chicken,20,0,0,12,28.3
"tandoori chicken, fried rice, naan",17,0,0,4,29.6
"fried rice, chicken biryani",20,0,0,2,26.0
"chicken biryani, fried rice, pizza",22,0,0,10,31.9
burger,17,0,0,16,24.7
masala dosa,5,0,0,13,20.8
"naan, tandoori chicken",11,0,0,10,22.6
"naan, burger",0,0,0,18,26.0
"veg biryani, paneer butter masala, tandoori chicken",4,0,0,10,28.7
"paneer butter masala, pasta",7,0,0,9,27.5
"fried rice, pasta, tandoori chicken",0,0,0,9,29.7
"pizza, chicken biryani, tandoori chicken",8,0,0,19,33.3
"chicken biryani, pizza, fried rice",8,1,0,11,32.6
"chicken biryani, pizza, veg biryani",4,1,0,5,31.3
"pizza, veg biryani, paneer butter masala",5,0,0,15,32.8
paneer butter masala,12,0,1,5,26.4
tandoori chicken,19,0,0,4,14.9
"paneer butter masala, burger, naan",4,0,0,5,25.2
"tandoori chicken, pasta",21,1,0,5,32.6
